t	x_1	x_2	xref_1	xref_2	u_1
18728	7.9853	7.9853	8.0000	8.0000	5.6263
18729	7.9853	7.9853	8.0000	8.0000	5.6263
18730	7.9853	7.9853	8.0000	8.0000	5.6263
18731	7.9853	7.9853	8.0000	8.0000	5.6263
18732	7.9853	7.9853	8.0000	8.0000	5.6263
18733	7.9853	7.9853	8.0000	8.0000	5.6263
18734	7.9853	7.9853	8.0000	8.0000	5.6263
18735	7.9853	7.9853	8.0000	8.0000	5.6263
18736	7.9853	7.9853	8.0000	8.0000	5.6263
18737	7.9853	7.9853	8.0000	8.0000	5.6263
18738	7.9853	7.9853	8.0000	8.0000	5.6263
18739	7.9853	7.9853	8.0000	8.0000	5.6263
18740	7.9853	7.9853	8.0000	8.0000	5.6263
18741	7.9853	7.9853	8.0000	8.0000	5.6263
18742	7.9853	7.9853	8.0000	8.0000	5.6263
18743	7.9853	7.9853	8.0000	8.0000	5.6263
18744	7.9853	7.9853	8.0000	8.0000	5.6263
18745	7.9853	7.9853	8.0000	8.0000	5.6263
18746	7.9853	7.9853	8.0000	8.0000	5.6263
18747	7.9853	7.9853	8.0000	8.0000	5.6263
18748	7.9853	7.9853	8.0000	8.0000	5.6263
18749	7.9853	7.9853	8.0000	8.0000	5.6263
18750	7.9853	7.9853	8.0000	8.0000	5.6263
18751	7.9853	7.9853	8.0000	8.0000	5.6263
18752	7.9853	7.9853	8.0000	8.0000	5.6263
18753	7.9853	7.9853	8.0000	8.0000	5.6263
18754	7.9853	7.9853	8.0000	8.0000	5.6263
18755	7.9853	7.9853	8.0000	8.0000	5.6263
18756	7.9853	7.9853	8.0000	8.0000	5.6263
18757	7.9853	7.9853	8.0000	8.0000	5.6263
18758	7.9853	7.9853	8.0000	8.0000	5.6263
18759	7.9853	7.9853	8.0000	8.0000	5.6263
18760	7.9853	7.9853	8.0000	8.0000	5.6263
18761	7.9853	7.9853	8.0000	8.0000	5.6263
18762	7.9853	7.9853	8.0000	8.0000	5.6263
18763	7.9853	7.9853	8.0000	8.0000	5.6263
18764	7.9853	7.9853	8.0000	8.0000	5.6263
18765	7.9853	7.9853	8.0000	8.0000	5.6263
18766	7.9853	7.9853	8.0000	8.0000	5.6263
18767	7.9853	7.9853	8.0000	8.0000	5.6263
18768	7.9853	7.9853	8.0000	8.0000	5.6263
18769	7.9853	7.9853	8.0000	8.0000	5.6263
18770	7.9853	7.9853	8.0000	8.0000	5.6263
18771	7.9853	7.9853	8.0000	8.0000	5.6263
18772	7.9853	7.9853	8.0000	8.0000	5.6263
18773	7.9853	7.9853	8.0000	8.0000	5.6263
18774	7.9853	7.9853	8.0000	8.0000	5.6263
18775	7.9853	7.9853	8.0000	8.0000	5.6263
18776	7.9853	7.9853	8.0000	8.0000	5.6263
18777	7.9853	7.9853	8.0000	8.0000	5.6263
18778	7.9853	7.9853	8.0000	8.0000	5.6263
18779	7.9853	7.9853	8.0000	8.0000	5.6263
18780	7.9853	7.9853	8.0000	8.0000	5.6263
18781	7.9853	7.9853	8.0000	8.0000	5.6263
18782	7.9853	7.9853	8.0000	8.0000	5.6263
18783	7.9853	7.9853	8.0000	8.0000	5.6263
18784	7.9853	7.9853	8.0000	8.0000	5.6263
18785	7.9853	7.9853	8.0000	8.0000	5.6263
18786	7.9853	7.9853	8.0000	8.0000	5.6263
18787	7.9853	7.9853	8.0000	8.0000	5.6263
18788	7.9853	7.9853	8.0000	8.0000	5.6263
18789	7.9853	7.9853	8.0000	8.0000	5.6263
18790	7.9853	7.9853	8.0000	8.0000	5.6263
18791	7.9853	7.9853	8.0000	8.0000	5.6263
18792	7.9853	7.9853	8.0000	8.0000	5.6263
18793	7.9853	7.9853	8.0000	8.0000	5.6263
18794	7.9853	7.9853	8.0000	8.0000	5.6263
18795	7.9853	7.9853	8.0000	8.0000	5.6263
18796	7.9853	7.9853	8.0000	8.0000	5.6263
18797	7.9853	7.9853	8.0000	8.0000	5.6263
18798	7.9853	7.9853	8.0000	8.0000	5.6263
18799	7.9853	7.9853	8.0000	8.0000	5.6263
18800	7.9853	7.9853	8.0000	8.0000	5.6263
18801	7.9853	7.9853	8.0000	8.0000	5.6263
18802	7.9853	7.9853	8.0000	8.0000	5.6263
18803	7.9853	7.9853	8.0000	8.0000	5.6263
18804	7.9853	7.9853	8.0000	8.0000	5.6263
18805	7.9853	7.9853	8.0000	8.0000	5.6263
18806	7.9853	7.9853	8.0000	8.0000	5.6263
18807	7.9853	7.9853	8.0000	8.0000	5.6263
18808	7.9853	7.9853	8.0000	8.0000	5.6263
18809	7.9853	7.9853	8.0000	8.0000	5.6263
18810	7.9853	7.9853	8.0000	8.0000	5.6263
18811	7.9853	7.9853	8.0000	8.0000	5.6263
18812	7.9853	7.9853	8.0000	8.0000	5.6263
18813	7.9853	7.9853	8.0000	8.0000	5.6263
18814	7.9853	7.9853	8.0000	8.0000	5.6263
18815	7.9853	7.9853	8.0000	8.0000	5.6263
18816	7.9853	7.9853	8.0000	8.0000	5.6263
18817	7.9853	7.9853	8.0000	8.0000	5.6263
18818	7.9853	7.9853	8.0000	8.0000	5.6263
18819	7.9853	7.9853	8.0000	8.0000	5.6263
18820	7.9853	7.9853	8.0000	8.0000	5.6263
18821	7.9853	7.9853	8.0000	8.0000	5.6263
18822	7.9853	7.9853	8.0000	8.0000	5.6263
18823	7.9853	7.9853	8.0000	8.0000	5.6263
18824	7.9853	7.9853	8.0000	8.0000	5.6263
18825	7.9853	7.9853	8.0000	8.0000	5.6263
18826	7.9853	7.9853	8.0000	8.0000	5.6263
18827	7.9853	7.9853	8.0000	8.0000	5.6263
18828	7.9853	7.9853	8.0000	8.0000	5.6263
18829	7.9853	7.9853	8.0000	8.0000	5.6263
18830	7.9853	7.9853	8.0000	8.0000	5.6263
18831	7.9853	7.9853	8.0000	8.0000	5.6263
18832	7.9853	7.9853	8.0000	8.0000	5.6263
18833	7.9853	7.9853	8.0000	8.0000	5.6263
18834	7.9853	7.9853	8.0000	8.0000	5.6263
18835	7.9853	7.9853	8.0000	8.0000	5.6263
18836	7.9853	7.9853	8.0000	8.0000	5.6263
18837	7.9853	7.9853	8.0000	8.0000	5.6263
18838	7.9853	7.9853	8.0000	8.0000	5.6263
18839	7.9853	7.9853	8.0000	8.0000	5.6263
18840	7.9853	7.9853	8.0000	8.0000	5.6263
18841	7.9853	7.9853	8.0000	8.0000	5.6263
18842	7.9853	7.9853	8.0000	8.0000	5.6263
18843	7.9853	7.9853	8.0000	8.0000	5.6263
18844	7.9853	7.9853	8.0000	8.0000	5.6263
18845	7.9853	7.9853	8.0000	8.0000	5.6263
18846	7.9853	7.9853	8.0000	8.0000	5.6263
18847	7.9853	7.9853	8.0000	8.0000	5.6263
18848	7.9853	7.9853	8.0000	8.0000	5.6263
18849	7.9853	7.9853	8.0000	8.0000	5.6263
18850	7.9853	7.9853	8.0000	8.0000	5.6263
18851	7.9853	7.9853	8.0000	8.0000	5.6263
18852	7.9853	7.9853	8.0000	8.0000	5.6263
18853	7.9853	7.9853	8.0000	8.0000	5.6263
18854	7.9853	7.9853	8.0000	8.0000	5.6263
18855	7.9853	7.9853	8.0000	8.0000	5.6263
18856	7.9853	7.9853	8.0000	8.0000	5.6263
18857	7.9853	7.9853	8.0000	8.0000	5.6263
18858	7.9853	7.9853	8.0000	8.0000	5.6263
18859	7.9853	7.9853	8.0000	8.0000	5.6263
18860	7.9853	7.9853	8.0000	8.0000	5.6263
18861	7.9853	7.9853	8.0000	8.0000	5.6263
18862	7.9853	7.9853	8.0000	8.0000	5.6263
18863	7.9853	7.9853	8.0000	8.0000	5.6263
18864	7.9853	7.9853	8.0000	8.0000	5.6263
18865	7.9853	7.9853	8.0000	8.0000	5.6263
18866	7.9853	7.9853	8.0000	8.0000	5.6263
18867	7.9853	7.9853	8.0000	8.0000	5.6263
18868	7.9853	7.9853	8.0000	8.0000	5.6263
18869	7.9853	7.9853	8.0000	8.0000	5.6263
18870	7.9853	7.9853	8.0000	8.0000	5.6263
18871	7.9853	7.9853	8.0000	8.0000	5.6263
18872	7.9853	7.9853	8.0000	8.0000	5.6263
18873	7.9853	7.9853	8.0000	8.0000	5.6263
18874	7.9853	7.9853	8.0000	8.0000	5.6263
18875	7.9853	7.9853	8.0000	8.0000	5.6263
18876	7.9853	7.9853	8.0000	8.0000	5.6263
18877	7.9853	7.9853	8.0000	8.0000	5.6263
18878	7.9853	7.9853	8.0000	8.0000	5.6263
18879	7.9853	7.9853	8.0000	8.0000	5.6263
18880	7.9853	7.9853	8.0000	8.0000	5.6263
18881	7.9853	7.9853	8.0000	8.0000	5.6263
18882	7.9853	7.9853	8.0000	8.0000	5.6263
18883	7.9853	7.9853	8.0000	8.0000	5.6263
18884	7.9853	7.9853	8.0000	8.0000	5.6263
18885	7.9853	7.9853	8.0000	8.0000	5.6263
18886	7.9853	7.9853	8.0000	8.0000	5.6263
18887	7.9853	7.9853	8.0000	8.0000	5.6263
18888	7.9853	7.9853	8.0000	8.0000	5.6263
18889	7.9853	7.9853	8.0000	8.0000	5.6263
18890	7.9853	7.9853	8.0000	8.0000	5.6263
18891	7.9853	7.9853	8.0000	8.0000	5.6263
18892	7.9853	7.9853	8.0000	8.0000	5.6263
18893	7.9853	7.9853	8.0000	8.0000	5.6263
18894	7.9853	7.9853	8.0000	8.0000	5.6263
18895	7.9853	7.9853	8.0000	8.0000	5.6263
18896	7.9853	7.9853	8.0000	8.0000	5.6263
18897	7.9853	7.9853	8.0000	8.0000	5.6263
18898	7.9853	7.9853	8.0000	8.0000	5.6263
18899	7.9853	7.9853	8.0000	8.0000	5.6263
18900	7.9853	7.9853	8.0000	8.0000	5.6263
18901	7.9853	7.9853	8.0000	8.0000	5.6263
18902	7.9853	7.9853	8.0000	8.0000	5.6263
18903	7.9853	7.9853	8.0000	8.0000	5.6263
18904	7.9853	7.9853	8.0000	8.0000	5.6263
18905	7.9853	7.9853	8.0000	8.0000	5.6263
18906	7.9853	7.9853	8.0000	8.0000	5.6263
18907	7.9853	7.9853	8.0000	8.0000	5.6263
18908	7.9853	7.9853	8.0000	8.0000	5.6263
18909	7.9853	7.9853	8.0000	8.0000	5.6263
18910	7.9853	7.9853	8.0000	8.0000	5.6263
18911	7.9853	7.9853	8.0000	8.0000	5.6263
18912	7.9853	7.9853	8.0000	8.0000	5.6263
18913	7.9853	7.9853	8.0000	8.0000	5.6263
18914	7.9853	7.9853	8.0000	8.0000	5.6263
18915	7.9853	7.9853	8.0000	8.0000	5.6263
18916	7.9853	7.9853	8.0000	8.0000	5.6263
18917	7.9853	7.9853	8.0000	8.0000	5.6263
18918	7.9853	7.9853	8.0000	8.0000	5.6263
18919	7.9853	7.9853	8.0000	8.0000	5.6263
18920	7.9853	7.9853	8.0000	8.0000	5.6263
18921	7.9853	7.9853	8.0000	8.0000	5.6263
18922	7.9853	7.9853	8.0000	8.0000	5.6263
18923	7.9853	7.9853	8.0000	8.0000	5.6263
18924	7.9853	7.9853	8.0000	8.0000	5.6263
18925	7.9853	7.9853	8.0000	8.0000	5.6263
18926	7.9853	7.9853	8.0000	8.0000	5.6263
18927	7.9853	7.9853	8.0000	8.0000	5.6263
18928	7.9853	7.9853	8.0000	8.0000	5.6263
18929	7.9853	7.9853	8.0000	8.0000	5.6263
18930	7.9853	7.9853	8.0000	8.0000	5.6263
18931	7.9853	7.9853	8.0000	8.0000	5.6263
18932	7.9853	7.9853	8.0000	8.0000	5.6263
18933	7.9853	7.9853	8.0000	8.0000	5.6263
18934	7.9853	7.9853	8.0000	8.0000	5.6263
18935	7.9853	7.9853	8.0000	8.0000	5.6263
18936	7.9853	7.9853	8.0000	8.0000	5.6263
18937	7.9853	7.9853	8.0000	8.0000	5.6263
18938	7.9853	7.9853	8.0000	8.0000	5.6263
18939	7.9853	7.9853	8.0000	8.0000	5.6263
18940	7.9853	7.9853	8.0000	8.0000	5.6263
18941	7.9853	7.9853	8.0000	8.0000	5.6263
18942	7.9853	7.9853	8.0000	8.0000	5.6263
18943	7.9853	7.9853	8.0000	8.0000	5.6263
18944	7.9853	7.9853	8.0000	8.0000	5.6263
18945	7.9853	7.9853	8.0000	8.0000	5.6263
18946	7.9853	7.9853	8.0000	8.0000	5.6263
18947	7.9853	7.9853	8.0000	8.0000	5.6263
18948	7.9853	7.9853	8.0000	8.0000	5.6263
18949	7.9853	7.9853	8.0000	8.0000	5.6263
18950	7.9853	7.9853	8.0000	8.0000	5.6263
18951	7.9853	7.9853	8.0000	8.0000	5.6263
18952	7.9853	7.9853	8.0000	8.0000	5.6263
18953	7.9853	7.9853	8.0000	8.0000	5.6263
18954	7.9853	7.9853	8.0000	8.0000	5.6263
18955	7.9853	7.9853	8.0000	8.0000	5.6263
18956	7.9853	7.9853	8.0000	8.0000	5.6263
18957	7.9853	7.9853	8.0000	8.0000	5.6263
18958	7.9853	7.9853	8.0000	8.0000	5.6263
18959	7.9853	7.9853	8.0000	8.0000	5.6263
18960	7.9853	7.9853	8.0000	8.0000	5.6263
18961	7.9853	7.9853	8.0000	8.0000	5.6263
18962	7.9853	7.9853	8.0000	8.0000	5.6263
18963	7.9853	7.9853	8.0000	8.0000	5.6263
18964	7.9853	7.9853	8.0000	8.0000	5.6263
18965	7.9853	7.9853	8.0000	8.0000	5.6263
18966	7.9853	7.9853	8.0000	8.0000	5.6263
18967	7.9853	7.9853	8.0000	8.0000	5.6263
18968	7.9853	7.9853	8.0000	8.0000	5.6263
18969	7.9853	7.9853	8.0000	8.0000	5.6263
18970	7.9853	7.9853	8.0000	8.0000	5.6263
18971	7.9853	7.9853	8.0000	8.0000	5.6263
18972	7.9853	7.9853	8.0000	8.0000	5.6263
18973	7.9853	7.9853	8.0000	8.0000	5.6263
18974	7.9853	7.9853	8.0000	8.0000	5.6263
18975	7.9853	7.9853	8.0000	8.0000	5.6263
18976	7.9853	7.9853	8.0000	8.0000	5.6263
18977	7.9853	7.9853	8.0000	8.0000	5.6263
18978	7.9853	7.9853	8.0000	8.0000	5.6263
18979	7.9853	7.9853	8.0000	8.0000	5.6263
18980	7.9853	7.9853	8.0000	8.0000	5.6263
18981	7.9853	7.9853	8.0000	8.0000	5.6263
18982	7.9853	7.9853	8.0000	8.0000	5.6263
18983	7.9853	7.9853	8.0000	8.0000	5.6263
18984	7.9853	7.9853	8.0000	8.0000	5.6263
18985	7.9853	7.9853	8.0000	8.0000	5.6263
18986	7.9853	7.9853	8.0000	8.0000	5.6263
18987	7.9853	7.9853	8.0000	8.0000	5.6263
18988	7.9853	7.9853	8.0000	8.0000	5.6263
18989	7.9853	7.9853	8.0000	8.0000	5.6263
18990	7.9853	7.9853	8.0000	8.0000	5.6263
18991	7.9853	7.9853	8.0000	8.0000	5.6263
18992	7.9853	7.9853	8.0000	8.0000	5.6263
18993	7.9853	7.9853	8.0000	8.0000	5.6263
18994	7.9853	7.9853	8.0000	8.0000	5.6263
18995	7.9853	7.9853	8.0000	8.0000	5.6263
18996	7.9853	7.9853	8.0000	8.0000	5.6263
18997	7.9853	7.9853	8.0000	8.0000	5.6263
18998	7.9853	7.9853	8.0000	8.0000	5.6263
18999	7.9853	7.9853	8.0000	8.0000	5.6263
19000	7.9853	7.9853	8.0000	8.0000	5.6263
19001	7.9853	7.9853	8.0000	8.0000	5.6263
19002	7.9853	7.9853	8.0000	8.0000	5.6263
19003	7.9853	7.9853	8.0000	8.0000	5.6263
19004	7.9853	7.9853	8.0000	8.0000	5.6263
19005	7.9853	7.9853	8.0000	8.0000	5.6263
19006	7.9853	7.9853	8.0000	8.0000	5.6263
19007	7.9853	7.9853	8.0000	8.0000	5.6263
19008	7.9853	7.9853	8.0000	8.0000	5.6263
19009	7.9853	7.9853	8.0000	8.0000	5.6263
19010	7.9853	7.9853	8.0000	8.0000	5.6263
19011	7.9853	7.9853	8.0000	8.0000	5.6263
19012	7.9853	7.9853	8.0000	8.0000	5.6263
19013	7.9853	7.9853	8.0000	8.0000	5.6263
19014	7.9853	7.9853	8.0000	8.0000	5.6263
19015	7.9853	7.9853	8.0000	8.0000	5.6263
19016	7.9853	7.9853	8.0000	8.0000	5.6263
19017	7.9853	7.9853	8.0000	8.0000	5.6263
19018	7.9853	7.9853	8.0000	8.0000	5.6263
19019	7.9853	7.9853	8.0000	8.0000	5.6263
19020	7.9853	7.9853	8.0000	8.0000	5.6263
19021	7.9853	7.9853	8.0000	8.0000	5.6263
19022	7.9853	7.9853	8.0000	8.0000	5.6263
19023	7.9853	7.9853	8.0000	8.0000	5.6263
19024	7.9853	7.9853	8.0000	8.0000	5.6263
19025	7.9853	7.9853	8.0000	8.0000	5.6263
19026	7.9853	7.9853	8.0000	8.0000	5.6263
19027	7.9853	7.9853	8.0000	8.0000	5.6263
19028	7.9853	7.9853	8.0000	8.0000	5.6263
19029	7.9853	7.9853	8.0000	8.0000	5.6263
19030	7.9853	7.9853	8.0000	8.0000	5.6263
19031	7.9853	7.9853	8.0000	8.0000	5.6263
19032	7.9853	7.9853	8.0000	8.0000	5.6263
19033	7.9853	7.9853	8.0000	8.0000	5.6263
19034	7.9853	7.9853	8.0000	8.0000	5.6263
19035	7.9853	7.9853	8.0000	8.0000	5.6263
19036	7.9853	7.9853	8.0000	8.0000	5.6263
19037	7.9853	7.9853	8.0000	8.0000	5.6263
19038	7.9853	7.9853	8.0000	8.0000	5.6263
19039	7.9853	7.9853	8.0000	8.0000	5.6263
19040	7.9853	7.9853	8.0000	8.0000	5.6263
19041	7.9853	7.9853	8.0000	8.0000	5.6263
19042	7.9853	7.9853	8.0000	8.0000	5.6263
19043	7.9853	7.9853	8.0000	8.0000	5.6263
19044	7.9853	7.9853	8.0000	8.0000	5.6263
19045	7.9853	7.9853	8.0000	8.0000	5.6263
19046	7.9853	7.9853	8.0000	8.0000	5.6263
19047	7.9853	7.9853	8.0000	8.0000	5.6263
19048	7.9853	7.9853	8.0000	8.0000	5.6263
19049	7.9853	7.9853	8.0000	8.0000	5.6263
19050	7.9853	7.9853	8.0000	8.0000	5.6263
19051	7.9853	7.9853	8.0000	8.0000	5.6263
19052	7.9853	7.9853	8.0000	8.0000	5.6263
19053	7.9853	7.9853	8.0000	8.0000	5.6263
19054	7.9853	7.9853	8.0000	8.0000	5.6263
19055	7.9853	7.9853	8.0000	8.0000	5.6263
19056	7.9853	7.9853	8.0000	8.0000	5.6263
19057	7.9853	7.9853	8.0000	8.0000	5.6263
19058	7.9853	7.9853	8.0000	8.0000	5.6263
19059	7.9853	7.9853	8.0000	8.0000	5.6263
19060	7.9853	7.9853	8.0000	8.0000	5.6263
19061	7.9853	7.9853	8.0000	8.0000	5.6263
19062	7.9853	7.9853	8.0000	8.0000	5.6263
19063	7.9853	7.9853	8.0000	8.0000	5.6263
19064	7.9853	7.9853	8.0000	8.0000	5.6263
19065	7.9853	7.9853	8.0000	8.0000	5.6263
19066	7.9853	7.9853	8.0000	8.0000	5.6263
19067	7.9853	7.9853	8.0000	8.0000	5.6263
19068	7.9853	7.9853	8.0000	8.0000	5.6263
19069	7.9853	7.9853	8.0000	8.0000	5.6263
19070	7.9853	7.9853	8.0000	8.0000	5.6263
19071	7.9853	7.9853	8.0000	8.0000	5.6263
19072	7.9853	7.9853	8.0000	8.0000	5.6263
19073	7.9853	7.9853	8.0000	8.0000	5.6263
19074	7.9853	7.9853	8.0000	8.0000	5.6263
19075	7.9853	7.9853	8.0000	8.0000	5.6263
19076	7.9853	7.9853	8.0000	8.0000	5.6263
19077	7.9853	7.9853	8.0000	8.0000	5.6263
19078	7.9853	7.9853	8.0000	8.0000	5.6263
19079	7.9853	7.9853	8.0000	8.0000	5.6263
19080	7.9853	7.9853	8.0000	8.0000	5.6263
19081	7.9853	7.9853	8.0000	8.0000	5.6263
19082	7.9853	7.9853	8.0000	8.0000	5.6263
19083	7.9853	7.9853	8.0000	8.0000	5.6263
19084	7.9853	7.9853	8.0000	8.0000	5.6263
19085	7.9853	7.9853	8.0000	8.0000	5.6263
19086	7.9853	7.9853	8.0000	8.0000	5.6263
19087	7.9853	7.9853	8.0000	8.0000	5.6263
19088	7.9853	7.9853	8.0000	8.0000	5.6263
19089	7.9853	7.9853	8.0000	8.0000	5.6263
19090	7.9853	7.9853	8.0000	8.0000	5.6263
19091	7.9853	7.9853	8.0000	8.0000	5.6263
19092	7.9853	7.9853	8.0000	8.0000	5.6263
19093	7.9853	7.9853	8.0000	8.0000	5.6263
19094	7.9853	7.9853	8.0000	8.0000	5.6263
19095	7.9853	7.9853	8.0000	8.0000	5.6263
19096	7.9853	7.9853	8.0000	8.0000	5.6263
19097	7.9853	7.9853	8.0000	8.0000	5.6263
19098	7.9853	7.9853	8.0000	8.0000	5.6263
19099	7.9853	7.9853	8.0000	8.0000	5.6263
19100	7.9853	7.9853	8.0000	8.0000	5.6263
19101	7.9853	7.9853	8.0000	8.0000	5.6263
19102	7.9853	7.9853	8.0000	8.0000	5.6263
19103	7.9853	7.9853	8.0000	8.0000	5.6263
19104	7.9853	7.9853	8.0000	8.0000	5.6263
19105	7.9853	7.9853	8.0000	8.0000	5.6263
19106	7.9853	7.9853	8.0000	8.0000	5.6263
19107	7.9853	7.9853	8.0000	8.0000	5.6263
19108	7.9853	7.9853	8.0000	8.0000	5.6263
19109	7.9853	7.9853	8.0000	8.0000	5.6263
19110	7.9853	7.9853	8.0000	8.0000	5.6263
19111	7.9853	7.9853	8.0000	8.0000	5.6263
19112	7.9853	7.9853	8.0000	8.0000	5.6263
19113	7.9853	7.9853	8.0000	8.0000	5.6263
19114	7.9853	7.9853	8.0000	8.0000	5.6263
19115	7.9853	7.9853	8.0000	8.0000	5.6263
19116	7.9853	7.9853	8.0000	8.0000	5.6263
19117	7.9853	7.9853	8.0000	8.0000	5.6263
19118	7.9853	7.9853	8.0000	8.0000	5.6263
19119	7.9853	7.9853	8.0000	8.0000	5.6263
19120	7.9853	7.9853	8.0000	8.0000	5.6263
19121	7.9853	7.9853	8.0000	8.0000	5.6263
19122	7.9853	7.9853	8.0000	8.0000	5.6263
19123	7.9853	7.9853	8.0000	8.0000	5.6263
19124	7.9853	7.9853	8.0000	8.0000	5.6263
19125	7.9853	7.9853	8.0000	8.0000	5.6263
19126	7.9853	7.9853	8.0000	8.0000	5.6263
19127	7.9853	7.9853	8.0000	8.0000	5.6263
19128	7.9853	7.9853	8.0000	8.0000	5.6263
19129	7.9853	7.9853	8.0000	8.0000	5.6263
19130	7.9853	7.9853	8.0000	8.0000	5.6263
19131	7.9853	7.9853	8.0000	8.0000	5.6263
19132	7.9853	7.9853	8.0000	8.0000	5.6263
19133	7.9853	7.9853	8.0000	8.0000	5.6263
19134	7.9853	7.9853	8.0000	8.0000	5.6263
19135	7.9853	7.9853	8.0000	8.0000	5.6263
19136	7.9853	7.9853	8.0000	8.0000	5.6263
19137	7.9853	7.9853	8.0000	8.0000	5.6263
19138	7.9853	7.9853	8.0000	8.0000	5.6263
19139	7.9853	7.9853	8.0000	8.0000	5.6263
19140	7.9853	7.9853	8.0000	8.0000	5.6263
19141	7.9853	7.9853	8.0000	8.0000	5.6263
19142	7.9853	7.9853	8.0000	8.0000	5.6263
19143	7.9853	7.9853	8.0000	8.0000	5.6263
19144	7.9853	7.9853	8.0000	8.0000	5.6263
19145	7.9853	7.9853	8.0000	8.0000	5.6263
19146	7.9853	7.9853	8.0000	8.0000	5.6263
19147	7.9853	7.9853	8.0000	8.0000	5.6263
19148	7.9853	7.9853	8.0000	8.0000	5.6263
19149	7.9853	7.9853	8.0000	8.0000	5.6263
19150	7.9853	7.9853	8.0000	8.0000	5.6263
19151	7.9853	7.9853	8.0000	8.0000	5.6263
19152	7.9853	7.9853	8.0000	8.0000	5.6263
19153	7.9853	7.9853	8.0000	8.0000	5.6263
19154	7.9853	7.9853	8.0000	8.0000	5.6263
19155	7.9853	7.9853	8.0000	8.0000	5.6263
19156	7.9853	7.9853	8.0000	8.0000	5.6263
19157	7.9853	7.9853	8.0000	8.0000	5.6263
19158	7.9853	7.9853	8.0000	8.0000	5.6263
19159	7.9853	7.9853	8.0000	8.0000	5.6263
19160	7.9853	7.9853	8.0000	8.0000	5.6263
19161	7.9853	7.9853	8.0000	8.0000	5.6263
19162	7.9853	7.9853	8.0000	8.0000	5.6263
19163	7.9853	7.9853	8.0000	8.0000	5.6263
19164	7.9853	7.9853	8.0000	8.0000	5.6263
19165	7.9853	7.9853	8.0000	8.0000	5.6263
19166	7.9853	7.9853	8.0000	8.0000	5.6263
19167	7.9853	7.9853	8.0000	8.0000	5.6263
19168	7.9853	7.9853	8.0000	8.0000	5.6263
19169	7.9853	7.9853	8.0000	8.0000	5.6263
19170	7.9853	7.9853	8.0000	8.0000	5.6263
19171	7.9853	7.9853	8.0000	8.0000	5.6263
19172	7.9853	7.9853	8.0000	8.0000	5.6263
19173	7.9853	7.9853	8.0000	8.0000	5.6263
19174	7.9853	7.9853	8.0000	8.0000	5.6263
19175	7.9853	7.9853	8.0000	8.0000	5.6263
19176	7.9853	7.9853	8.0000	8.0000	5.6263
19177	7.9853	7.9853	8.0000	8.0000	5.6263
19178	7.9853	7.9853	8.0000	8.0000	5.6263
19179	7.9853	7.9853	8.0000	8.0000	5.6263
19180	7.9853	7.9853	8.0000	8.0000	5.6263
19181	7.9853	7.9853	8.0000	8.0000	5.6263
19182	7.9853	7.9853	8.0000	8.0000	5.6263
19183	7.9853	7.9853	8.0000	8.0000	5.6263
19184	7.9853	7.9853	8.0000	8.0000	5.6263
19185	7.9853	7.9853	8.0000	8.0000	5.6263
19186	7.9853	7.9853	8.0000	8.0000	5.6263
19187	7.9853	7.9853	8.0000	8.0000	5.6263
19188	7.9853	7.9853	8.0000	8.0000	5.6263
19189	7.9853	7.9853	8.0000	8.0000	5.6263
19190	7.9853	7.9853	8.0000	8.0000	5.6263
19191	7.9853	7.9853	8.0000	8.0000	5.6263
19192	7.9853	7.9853	8.0000	8.0000	5.6263
19193	7.9853	7.9853	8.0000	8.0000	5.6263
19194	7.9853	7.9853	8.0000	8.0000	5.6263
19195	7.9853	7.9853	8.0000	8.0000	5.6263
19196	7.9853	7.9853	8.0000	8.0000	5.6263
19197	7.9853	7.9853	8.0000	8.0000	5.6263
19198	7.9853	7.9853	8.0000	8.0000	5.6263
19199	7.9853	7.9853	8.0000	8.0000	5.6263
19200	7.9853	7.9853	8.0000	8.0000	5.6263
19201	7.9853	7.9853	8.0000	8.0000	5.6263
19202	7.9853	7.9853	8.0000	8.0000	5.6263
19203	7.9853	7.9853	8.0000	8.0000	5.6263
19204	7.9853	7.9853	8.0000	8.0000	5.6263
19205	7.9853	7.9853	8.0000	8.0000	5.6263
19206	7.9853	7.9853	8.0000	8.0000	5.6263
19207	7.9853	7.9853	8.0000	8.0000	5.6263
19208	7.9853	7.9853	8.0000	8.0000	5.6263
19209	7.9853	7.9853	8.0000	8.0000	5.6263
19210	7.9853	7.9853	8.0000	8.0000	5.6263
19211	7.9853	7.9853	8.0000	8.0000	5.6263
19212	7.9853	7.9853	8.0000	8.0000	5.6263
19213	7.9853	7.9853	8.0000	8.0000	5.6263
19214	7.9853	7.9853	8.0000	8.0000	5.6263
19215	7.9853	7.9853	8.0000	8.0000	5.6263
19216	7.9853	7.9853	8.0000	8.0000	5.6263
19217	7.9853	7.9853	8.0000	8.0000	5.6263
19218	7.9853	7.9853	8.0000	8.0000	5.6263
19219	7.9853	7.9853	8.0000	8.0000	5.6263
19220	7.9853	7.9853	8.0000	8.0000	5.6263
19221	7.9853	7.9853	8.0000	8.0000	5.6263
19222	7.9853	7.9853	8.0000	8.0000	5.6263
19223	7.9853	7.9853	8.0000	8.0000	5.6263
19224	7.9853	7.9853	8.0000	8.0000	5.6263
19225	7.9853	7.9853	8.0000	8.0000	5.6263
19226	7.9853	7.9853	8.0000	8.0000	5.6263
